"college","city","state","region","locale","lat","long","school_type","adm_rate","adm_rate_all","avg_net_pub","avg_net_priv","avg_cost","avg_tuition","population","avg_fam_inc","md_fam_inc","pct_loan","pct_pell","md_debt","md_earnings_10","pct_25k","default_rate","repay_rate","comp_deg","eng_deg","engtech_deg","math_deg","sci_deg"
"Notre Dame de Namur University","Belmont","CA",8,"21","37.517501","-122.284618","2","0.7771","0.77711121365943","NULL","25574",47565,18929,"1177","56199.68504","36513.54691","0.6826","0.4204",26865.5,51000,0.776,0.034,"0.7877984085",0.0116,0,0,0,0
"Occidental College","Los Angeles","CA",8,"11","34.126224","-118.210783","2","0.4204","0.42035908417064","NULL","28787",63363,25220,"2023","103518.7781","71023.60401","0.5304","0.2161",23231.5,48500,0.783,0.028,"0.9082568807",0,0,0,0.0254,0.0566
"Hope International University","Fullerton","CA",8,"21","33.87616","-117.88573","2","0.31","0.31004366812227","NULL","21546",38119,10009,"816","54349.37321","40085.41212","0.7351","0.5319",26000,35400,0.706,0.041,"0.726618705",0,0,0,0,0
"Pacific Union College","Angwin","CA",8,"41","38.57409","-122.449639","2","0.4744","0.47440273037542","NULL","22176",39564,16683,"1583","70768.33872","50066.1111","0.7787","0.4584",28500,45700,0.768,0.049,"0.7586750789",0,0,0,0.0076,0.0051
"University of the Pacific","Stockton","CA",8,"11","37.980624","-121.307296","2","0.549","0.5489692419153","NULL","30202",54032,30355,"3802","71563.84266","50797.64192","0.592","0.3988",23370,68200,0.862,0.033,"0.8400852878",0.0368,0.1178,0.0162,0.0054,0.0162
"Pepperdine University","Malibu","CA",8,"21","34.041912","-118.707677","2","0.3546","0.35461072470271","NULL","26876",61164,26889,"3434","103080.2947","74769.66853","0.437","0.2114",26500,59200,0.833,0.019,"0.8717948718",0,0,0,0.0112,0.0062
"Pitzer College","Claremont","CA",8,"21","34.103408","-117.705939","2","0.1302","0.13020351526364","NULL","27624",61416,47001,"1076","100893.754","73805.47139","0.3543","0.1554",16050,45100,0.759,0.033,"0.8596491228",0.0036,0,0,0.0182,0.0182
"Point Loma Nazarene University","San Diego","CA",8,"11","32.713295","-117.251204","2","0.6953","0.69532279314888","NULL","30913",44198,19120,"2560","88656.30622","67132.90972","0.6232","0.275",25000,48300,0.805,0.019,"0.8536831483",0.0068,0.0068,0,0.0119,0.0102
"Pomona College","Claremont","CA",8,"21","34.098298","-117.711944","2","0.1219","0.12191018506535","NULL","13777",59730,23238,"1635","72326.66145","42292.0196","0.1416","0.1795",9788,51400,0.82,0,"PrivacySuppressed",0.0384,0,0,0.0793,0.087
"University of Redlands","Redlands","CA",8,"13","34.063571","-117.163847","2","0.7309","0.73086256342378","NULL","27538",57347,17893,"3710","77636.68894","56098.29244","0.6568","0.3123",27000,51500,0.815,0.03,"0.8461538462",0.0093,0,0,0.0167,0.0074
"San Diego State University","San Diego","CA",8,"11","32.77525","-117.071228","1","0.3448","0.34477609318177","12567","NULL",20631,6721,"27824","53077.79859","31769.98604","0.3683","0.3978",15998,47400,0.794,0.036,"0.7826086957",0.0116,0.0582,0.0037,0.0128,0.0105
"University of San Diego","San Diego","CA",8,"11","32.77142","-117.188721","2","0.4625","0.46248332982382","NULL","30191",57593,27197,"5656","92052.63006","64138.08159","0.4204","0.1794",22750,56900,0.85,0.015,"0.8824489796",0.0023,0.0531,0,0.0078,0.0101
"San Francisco State University","San Francisco","CA",8,"11","37.721345","-122.477905","1","0.6597","0.65973156462159","11658","NULL",19998,6348,"25170","41485.59261","26187.14008","0.3818","0.4305",17501,47200,0.777,0.057,"0.7377370831",0.0101,0.0253,2e-04,0.0077,0.0079
"University of San Francisco","San Francisco","CA",8,"11","37.775564","-122.450977","2","0.6005","0.60052728106373","NULL","30154",58039,27427,"6745","77451.27225","54427.58648","0.4776","0.2605",25000,60300,0.839,0.027,"0.8170504045",0.0193,0,0,0.008,0.0153
"William Jessup University","Rocklin","CA",8,"41","38.819494","-121.292968","2","0.7581","0.75806451612903","NULL","20833",37335,14330,"1131","61408.13217","43885.23534","0.9093","0.3477",21500,38600,0.714,0.084,"0.7534722222",0,0,0,0,0
"San Jose State University","San Jose","CA",8,"11","37.335201","-121.881214","1","0.5985","0.598459882978","12862","NULL",21112,7716,"26528","42862.15098","28925.74237","0.3501","0.4162",15628,53700,0.819,0.031,"0.8106229143",0.0234,0.0853,0.0061,0.0088,0.0145
"Santa Clara University","Santa Clara","CA",8,"12","37.352706","-121.938189","2","0.4935","0.49349349349349","NULL","34556",59020,22800,"5447","126363.079","97278.61331","0.3672","0.136",20500,67600,0.885,0.022,"0.9228915663",0.0083,0.1794,0,0.012,0.012
"Scripps College","Claremont","CA",8,"21","34.103655","-117.711336","2","0.284","0.28404928404928","NULL","28736",61370,29662,"962","99980.10168","82305.92573","0.3755","0.1214",13749.5,47800,0.777,0.028,"0.9041916168",0.0042,0.0293,0,0.0167,0.0335
"Simpson University","Redding","CA",8,"13","40.61331","-122.333048","2","0.5736","0.57357859531772","NULL","18092",35070,13361,"1065","48178.99222","34678.01967","0.9336","0.5527",16666,33600,0.652,0.03,"0.7751677852",0,0,0,0,0
"Saint Mary's College of California","Moraga","CA",8,"41","37.83997","-122.106795","2","0.7595","0.75950668036998","NULL","32605",58362,23532,"2949","96760.51108","75767.09516","0.5099","0.2273",25750,58400,0.833,0.039,"0.8129370629",0,0.003,0,0.0119,0.0163
"Sonoma State University","Rohnert Park","CA",8,"21","38.341023","-122.673261","1","0.8002","0.80018008034353","15913","NULL",22604,6952,"8441","63576.10018","42519.64858","0.4079","0.3174",17881,44400,0.758,0.035,"0.7800808898",0.0191,0.0033,0,0.0158,0.0207
"Vanguard University of Southern California","Costa Mesa","CA",8,"12","33.662686","-117.900911","2","0.58","0.58004467609828","NULL","23952",42756,15711,"1941","64284.81953","46895.18346","0.8094","0.3858",25000,37700,0.679,0.044,"0.8180764774",0,0,0,0.0136,0
"University of Southern California","Los Angeles","CA",8,"11","34.021058","-118.283858","2","0.1802","0.18023882896764","NULL","28344",62092,30675,"18392","82702.00828","46268.04238","0.3729","0.2337",21500,67700,0.856,0.012,"0.9006729475",0.0233,0.0965,0,0.0112,0.0065
"Thomas Aquinas College","Santa Paula","CA",8,"42","34.429009","-119.087141","2","0.827","0.82702702702702","NULL","20460",35716,12606,"378","91684.80768","82308.78171","0.735","0.347",16500,30200,0.565,0.012,"PrivacySuppressed",0,0,0,0,0
"Walden University","Minneapolis","MN",4,"11","44.98137","-93.265741","3","NULL","NULL","NULL","27851",30930,8928,"8658","40339.26679","27610.72451","0.6614","0.465",29125,59700,0.832,0.068,"0.6064400716",0.0384,0,0,0,0
"Westmont College","Santa Barbara","CA",8,"22","34.449265","-119.661932","2","0.7936","0.79362815026153","NULL","30370",53670,20556,"1297","101813.6648","86526.15611","0.5443","0.2041",24954,46800,0.731,0.016,"0.9544235925",0.008,0.016,0,0.008,0.0293
"Whittier College","Whittier","CA",8,"21","33.977625","-118.028402","2","0.6188","0.61876288659793","NULL","32984",50361,24728,"1624","81633.89481","64764.89541","0.7071","0.3684",25000,44000,0.78,0.043,"0.8144578313",0,0,0,0.0218,0.0245
"Woodbury University","Burbank","CA",8,"11","34.209226","-118.340692","2","NULL","NULL","NULL","24268",44211,19323,"1331","43281.4661","24608.53367","0.6573","0.4849",31000,46000,0.764,0.078,"0.7458677686",0,0,0,0,0
"Adams State University","Alamosa","CO",7,"33","37.477238","-105.880943","1","0.6529","0.65289548022598","15868","NULL",19043,6568,"2110","50663.43873","36437.15442","0.6305","0.5175",16255,32800,0.68,0.093,"0.6022727273",0,0,0,0.0151,0.0302
"University of Colorado Denver/Anschutz Medical Campus","Denver","CO",7,"11","39.74603","-104.999181","1","0.7299","0.72991689750692","13774","NULL",19096,13347,"10786","51389.26125","33130.59828","0.3595","0.2701",21500,57400,0.814,0.031,"0.7393162393",0.0101,0.0685,0,0.0164,0.0169
"University of Colorado Colorado Springs","Colorado Springs","CO",7,"11","38.892735","-104.800296","1","0.924","0.92404400209533","15151","NULL",18890,10048,"9310","60570.34914","42294.60043","0.473","0.3183",21187.5,40600,0.751,0.028,"0.7695410993",0.0285,0.0603,0,0.0106,0.0179
"University of Colorado Boulder","Boulder","CO",7,"13","40.004415","-105.267061","1","0.8416","0.84160543463191","21792","NULL",28887,17532,"25873","94148.23638","64907.29447","0.3212","0.1753",19500,47700,0.789,0.027,"0.8333976834",0.0168,0.1093,0,0.0185,0.0218
"Colorado Christian University","Lakewood","CO",7,"12","39.711701","-105.094836","2","0.9432","0.94323756131744","NULL","23698",38130,13179,"3657","45254.97288","29640.28722","0.5214","0.3087",25808,36900,0.706,0.079,"0.7535353535",0.0115,0,0,0,0
"Colorado College","Colorado Springs","CO",7,"11","38.84657","-104.82422","2","0.179","0.17903183372796","NULL","27434",57400,28609,"2036","105990.475","67583.87907","0.3459","0.0995",19045,39700,0.731,0.009,"0.9483282675",0.0095,0,0,0.0189,0.0492
"Colorado School of Mines","Golden","CO",7,"21","39.75079","-105.227148","1","0.3647","0.36474878444084","25777","NULL",30154,18760,"4383","95194.42335","82649.75501","0.4544","0.1718",26849,75700,0.918,0.008,"0.9053254438",0.0394,0.874,0,0.0472,0.0315
"Colorado State University-Fort Collins","Fort Collins","CO",7,"12","40.574759","-105.08083","1","0.8048","0.80480336235364","16526","NULL",22929,12634,"22373","81240.93754","60920.50517","0.4527","0.2489",21000,44500,0.79,0.028,"0.8302902172",0.0196,0.0684,0.0233,0.0096,0.015
"Colorado Technical University-Colorado Springs","Colorado Springs","CO",7,"11","38.894265","-104.833928","3","NULL","NULL","NULL","18920",23765,16251,"1139","19683.92797","12813.29218","0.6088","0.4624",34135.5,50100,0.787,0.177,"0.4589367715",0.2743,0.0678,0.0206,0,0
"University of Denver","Denver","CO",7,"11","39.695954","-104.964625","2","0.7649","0.76488661302121","NULL","29771",55476,26394,"5629","100960.5617","71066.69729","0.3759","0.176",23166,51700,0.839,0.014,"0.8067581837",0.0197,0.0204,0,0.0118,0.0197
"Fort Lewis College","Durango","CO",7,"32","37.275428","-107.867003","1","0.9082","0.90815908159081","15254","NULL",21691,5828,"3609","57911.31059","40881.33931","0.4839","0.3268",19621.5,34000,0.658,0.084,"0.6760762174",0.005,0.0199,0,0.0137,0.056
"Colorado Mesa University","Grand Junction","CO",7,"13","39.076354","-108.540281","1","0.8227","0.82267096555235","15874","NULL",18169,6676,"8413","57149.07795","41313.88599","0.5498","0.3923",22000,34600,0.665,0.143,"0.6552683897",0.0332,0,0.0144,0.0101,0.0166
"Metropolitan State University of Denver","Denver","CO",7,"11","39.742248","-105.002391","1","0.6511","0.65107337391861","10378","NULL",14522,5712,"20583","44952.94765","30389.75952","0.4916","0.3778",24620,38400,0.709,0.101,"0.6389466389",0.0049,0,0.0193,0.0141,0.0156
"Naropa University","Boulder","CO",7,"13","40.014816","-105.267073","2","0.7006","0.70063694267515","NULL","26505",43638,22064,"434","49030.50926","21262.92128","0.6371","0.5483",25875,23600,0.476,0.029,"0.7281553398",0,0,0,0,0
"National American University-Colorado Springs","Colorado Springs","CO",7,"11","38.95211","-104.790581","3","NULL","NULL","NULL","15187",19350,11885,"253","18952.66176","13568.95846","0.6833","0.6975",33523,36100,0.68,0.206,"0.4877556173",0.0455,0,0,0,0
"University of Northern Colorado","Greeley","CO",7,"13","40.403178","-104.701721","1","0.7088","0.70884944451538","16852","NULL",19187,9425,"9104","66445.93046","51524.10941","0.5672","0.3386",22500,39000,0.749,0.049,"0.7967770815",0,0,0,0.0171,0.0262
"Regis University","Denver","CO",7,"11","39.78976","-105.031385","2","0.9604","0.96036333608587","NULL","23564",44191,14235,"4914","59359.19528","44488.30377","0.559","0.2672",23000,50500,0.817,0.024,"0.7218190614",0.0451,0,0,0.0053,0.003
"Colorado State University-Pueblo","Pueblo","CO",7,"12","38.309219","-104.579846","1","0.9278","0.92776203966005","12973","NULL",17795,4750,"4227","49032.13201","35526.73073","0.5706","0.4085",20500,35500,0.706,0.092,"0.6697149005",0.0353,0.0153,0.0224,0.0141,0.0094
"Western State Colorado University","Gunnison","CO",7,"33","38.547421","-106.91971","1","0.9741","0.97414512093411","14352","NULL",19547,7976,"1936","76379.989","62539.27101","0.1838","0.2959",21421,35900,0.713,0.055,"0.7457002457",0,0,0,0.0178,0.0305
"Albertus Magnus College","New Haven","CT",1,"12","41.332519","-72.923848","2","NULL","NULL","NULL","22893",42641,12659,"1249","49763.63413","35424.8119","0.8002","0.442",27763.5,52100,0.824,0.067,"0.6308457711",0,0,0,0.0098,0
"University of Bridgeport","Bridgeport","CT",1,"12","41.165587","-73.189352","2","0.6072","0.60717863105175","NULL","22626",46680,16453,"3021","44898.97791","31646.10632","0.7132","0.4931",27000,42700,0.727,0.088,"0.6284722222",0,0.0035,0,0.0053,0
"Central Connecticut State University","New Britain","CT",1,"21","41.690258","-72.770094","1","0.6044","0.60442921815734","15643","NULL",20543,7796,"9600","63352.23708","47828.92683","0.5779","0.3464",22750,44300,0.8,0.04,"0.7445791988",0.0177,0.0193,0.0638,0.0166,0.0086
"Charter Oak State College","New Britain","CT",1,"21","41.688246","-72.767972","1","NULL","NULL","NULL","NULL",NA,7955,"1799","43052.87899","33623.96415","0.3582","0.288",16744,39200,0.716,0.043,"0.6393442623",0.0103,0,0,0,0
"Connecticut College","New London","CT",1,"13","41.379833","-72.107321","2","0.376","0.37597330367074","NULL","27345",60682,28347,"1875","109903.7071","91684.7439","0.4131","0.1436",25933.5,51700,0.814,0.014,"0.9252873563",0.0216,0,0,0.0195,0.0065
"University of Connecticut","Storrs","CT",1,"21","41.806261","-72.247969","1","0.4996","0.50335487077534","20337","NULL",26966,11680,"18016","89002.46604","72865.14889","0.4978","0.2066",21500,54000,0.86,0.027,"0.8851639192",0.0056,0.0835,0,0.0182,0.0103
"Eastern Connecticut State University","Willimantic","CT",1,"31","41.721673","-72.218753","1","0.631","0.63099243061396","18450","NULL",23717,6709,"4793","80519.02332","70986.17547","0.6146","0.2753",22500,43400,0.795,0.042,"0.7763239875",0.0331,0,0,0.0239,0.0175
"Fairfield University","Fairfield","CT",1,"21","41.160732","-73.25778","2","0.7153","0.71527360192423","NULL","36935",57966,24805,"3841","133184.6486","113752.5512","0.5092","0.1322",26852.5,68500,0.908,0.017,"0.9393617021",0.0022,0.0356,0,0.0133,0.0067
"University of Hartford","West Hartford","CT",1,"12","41.796485","-72.714965","2","0.7213","0.72133757961783","NULL","27156",47114,16393,"4956","84896.2068","69006.16464","0.6877","0.2769",26960,46100,0.78,0.042,"0.7839536008",0.0083,0.0536,0.0784,0.005,0.0107
"Mitchell College","New London","CT",1,"13","41.328075","-72.095337","2","0.7004","0.70038910505836","NULL","26936",44994,14981,"710","68394.62189","44535.88062","0.6085","0.3661",26000,30400,0.587,0.118,"0.7064439141",0,0,0,0,0
"University of New Haven","West Haven","CT",1,"21","41.291314","-72.961472","2","0.8086","0.80857206306906","NULL","30225",49390,18751,"4974","87503.12679","74613.09038","0.6887","0.2463",27000,48300,0.795,0.026,"0.7358490566",0.0115,0.0545,0,0.001,0.0258
"Post University","Waterbury","CT",1,"22","41.535334","-73.080525","3","0.8707","0.87070938215102","NULL","31106",34350,11859,"6594","26121.49996","17454.99664","0.5653","0.4695",26512,36800,0.695,0.132,"0.5828804348",0,0,0,0,0
"Quinnipiac University","Hamden","CT",1,"21","41.419527","-72.895542","2","0.6591","0.65910851045521","NULL","35566",55265,27462,"6503","120949.9415","101037.7332","0.6093","0.1574",26000,57700,0.885,0.011,"0.8860319666",0.0285,0,0,0.0139,0.0014
"Sacred Heart University","Fairfield","CT",1,"21","41.221548","-73.24461","2","0.5715","0.57153829273644","NULL","36796",52550,19851,"4904","117412.725","103880.37","0.6206","0.1887",25000,53900,0.845,0.029,"0.8373245252",0.0104,0,0,0.0046,0.0093
"University of Saint Joseph","West Hartford","CT",1,"13","41.783028","-72.730489","2","0.7997","0.79972375690607","NULL","24792",46088,18255,"930","69596.89949","51616.54921","0.7626","0.3375",27000,49500,0.836,0.058,"0.7504655493",0,0,0,0.0112,0.0112
"Southern Connecticut State University","New Haven","CT",1,"12","41.331852","-72.948806","1","0.7154","0.715411558669","14741","NULL",19704,8750,"8133","64734.76956","49512.65867","0.6214","0.3622",24099,40700,0.752,0.04,"0.7161032352",0.015,0,0,0.012,0.0132
"Trinity College","Hartford","CT",1,"12","41.746746","-72.688684","2","0.3304","0.33035833222325","NULL","29514",62310,30787,"2262","131200.4998","97887.7758","0.2538","0.1073",21000,54700,0.822,0.016,"0.9146666667",0.011,0.0423,0,0.0129,0.0184
"Wesleyan University","Middletown","CT",1,"13","41.55678","-72.656755","2","0.2391","0.23908413205537","NULL","30052",62849,29384,"2907","96224.76233","73806.50372","0.3524","0.1769",18337.5,48400,0.779,0.009,"0.9324090121",0.0177,0,0,0.0259,0.0628
"Western Connecticut State University","Danbury","CT",1,"13","41.400365","-73.444264","1","0.4003","0.40025482344375","17269","NULL",22558,7369,"5206","67509.15612","51773.86419","0.5612","0.3092",24500,43400,0.771,0.068,"0.7426666667",0.0111,0,0,0.0102,0.0102
"Yale University","New Haven","CT",1,"12","41.311158","-72.926688","2","0.063","0.06304151040993","NULL","20168",61620,15008,"5473","90290.97679","49166.24905","0.0934","0.1186",13774,74200,0.873,0.006,"0.9182058047",0.0246,0.0573,0,0.026,0.0417
"Delaware State University","Dover","DE",2,"13","39.187173","-75.54053","1","0.4374","0.43735224586288","15655","NULL",20587,6032,"3654","53488.25167","40046.9878","0.7084","0.4846",28500,33600,0.656,0.119,"0.4594767071",0.0127,0.0127,0,0.0109,0.0127
"University of Delaware","Newark","DE",2,"21","39.6795744","-75.7529169","1","0.6783","0.67829641978248","16178","NULL",23357,17838,"18222","118685.308","100934.0973","0.5156","0.1359",24195,54900,0.869,0.024,"0.8616793893",0.0097,0.1,0.0025,0.0099,0.0124
"Wesley College","Dover","DE",2,"13","39.16325","-75.527377","2","0.567","0.56700711853915","NULL","20473",37617,14441,"1431","62253.94958","46378.95164","0.8632","0.501",31000,41600,0.758,0.148,"0.6576402321",0,0,0,0.0245,0
"Wilmington University","New Castle","DE",2,"21","39.682299","-75.586998","2","NULL","NULL","NULL","15015",17043,8049,"8671","43613.15291","29973.73013","0.4819","0.332",17864,42000,0.781,0.077,"0.6468946267",0.0632,0,0,0,0
